CNES,CODUFMUN,REGSAUDE,MICR_REG,DISTRSAN,DISTRADM,TPGESTAO,PF_PJ,CPF_CNPJ,NIV_DEP,CNPJ_MAN,ESFERA_A,ATIVIDAD,RETENCAO,NATUREZA,CLIENTEL,TP_UNID,TURNO_AT,NIV_HIER,TERCEIRO,TP_LEITO,CODLEITO,QT_EXIST,QT_CONTR,QT_SUS,QT_NSUS,COMPETEN,NAT_JUR
"2535238","520340","10","","","","M","3","00000000000000","3","02186708000104","","04","","","01","05","06","","","4","43",2,0,2,0,"202103","1244"
"2535238","520340","10","","","","M","3","00000000000000","3","02186708000104","","04","","","01","05","06","","","1","03",4,0,4,0,"202103","1244"
"2535238","520340","10","","","","M","3","00000000000000","3","02186708000104","","04","","","01","05","06","","","2","33",8,0,8,0,"202103","1244"
"2535238","520340","10","","","","M","3","00000000000000","3","02186708000104","","04","","","01","05","06","","","5","45",5,0,5,0,"202103","1244"
"2535238","520340","10","","","","M","3","00000000000000","3","02186708000104","","04","","","01","05","06","","","5","68",2,0,2,0,"202103","1244"
"3354423","520350","06","SUL","","","M","3","00000000000000","3","01149624000138","","04","","","03","05","06","","","4","43",3,0,3,0,"202103","1244"
"3354423","520350","06","SUL","","","M","3","00000000000000","3","01149624000138","","04","","","03","05","06","","","1","03",3,0,3,0,"202103","1244"
"3354423","520350","06","SUL","","","M","3","00000000000000","3","01149624000138","","04","","","03","05","06","","","5","45",5,0,5,0,"202103","1244"
"3354423","520350","06","SUL","","","M","3","00000000000000","3","01149624000138","","04","","","03","05","06","","","2","33",12,0,12,0,"202103","1244"
"3354423","520350","06","SUL","","","M","3","00000000000000","3","01149624000138","","04","","","03","05","06","","","4","10",2,0,2,0,"202103","1244"
"3354423","520350","06","SUL","","","M","3","00000000000000","3","01149624000138","","04","","","03","05","06","","","3","66",2,0,2,0,"202103","1244"
"2334402","520355","1","","","","M","3","00000000000000","3","24857096000177","","04","","","03","15","06","","","3","95",1,0,1,0,"202103","1244"
"2334402","520355","1","","","","M","3","00000000000000","3","24857096000177","","04","","","03","15","06","","","2","33",2,0,2,0,"202103","1244"
"2382377","520380","0010","","","","M","3","00000000000000","3","02296325000199","","04","","","03","05","06","","","2","33",5,0,5,0,"202103","1244"
"2382377","520380","0010","","","","M","3","00000000000000","3","02296325000199","","04","","","03","05","06","","","5","45",4,0,4,0,"202103","1244"
"2382377","520380","0010","","","","M","3","00000000000000","3","02296325000199","","04","","","03","05","06","","","1","06",2,0,2,0,"202103","1244"
"2382377","520380","0010","","","","M","3","00000000000000","3","02296325000199","","04","","","03","05","06","","","4","43",4,0,4,0,"202103","1244"
"2382377","520380","0010","","","","M","3","00000000000000","3","02296325000199","","04","","","03","05","06","","","2","46",4,0,4,0,"202103","1244"
"2382377","520380","0010","","","","M","3","00000000000000","3","02296325000199","","04","","","03","05","06","","","1","03",2,0,2,0,"202103","1244"
"2382377","520380","0010","","","","M","3","00000000000000","3","02296325000199","","04","","","03","05","06","","","4","10",3,0,3,0,"202103","1244"
"2507358","520390","6","SUL","","","M","3","02348373000183","1","00000000000000","","04","","","03","05","06","","","2","33",15,0,12,3,"202103","3999"
"2507358","520390","6","SUL","","","M","3","02348373000183","1","00000000000000","","04","","","03","05","06","","","4","10",4,0,3,1,"202103","3999"
"2507358","520390","6","SUL","","","M","3","02348373000183","1","00000000000000","","04","","","03","05","06","","","5","45",8,0,6,2,"202103","3999"
"2507358","520390","6","SUL","","","M","3","02348373000183","1","00000000000000","","04","","","03","05","06","","","3","66",2,0,0,2,"202103","3999"
"2507358","520390","6","SUL","","","M","3","02348373000183","1","00000000000000","","04","","","03","05","06","","","1","03",5,0,4,1,"202103","3999"
"3017230","520393","22","","","","M","3","00000000000000","3","26867770000120","","04","","","03","05","06","","","1","03",2,0,2,0,"202103","1244"
"3017230","520393","22","","","","M","3","00000000000000","3","26867770000120","","04","","","03","05","06","","","5","45",4,0,4,0,"202103","1244"
"3017230","520393","22","","","","M","3","00000000000000","3","26867770000120","","04","","","03","05","06","","","4","10",2,0,2,0,"202103","1244"
"3017230","520393","22","","","","M","3","00000000000000","3","26867770000120","","04","","","03","05","06","","","4","43",1,0,1,0,"202103","1244"
"3017230","520393","22","","","","M","3","00000000000000","3","26867770000120","","04","","","03","05","06","","","2","33",5,0,5,0,"202103","1244"
"2437597","520400","02","","","","M","3","00000000000000","3","01740430000102","","04","","","03","05","06","","","2","33",8,0,8,0,"202103","1244"
"2437597","520400","02","","","","M","3","00000000000000","3","01740430000102","","04","","","03","05","06","","","5","45",4,0,4,0,"202103","1244"
"2550679","520410","015","","","","M","3","00000000000000","3","02056760000146","","04","","","03","05","06","","","6","34",1,0,1,0,"202103","1244"
"2550679","520410","015","","","","M","3","00000000000000","3","02056760000146","","04","","","03","05","06","","","3","96",5,0,0,5,"202103","1244"
"2550679","520410","015","","","","M","3","00000000000000","3","02056760000146","","04","","","03","05","06","","","4","10",2,0,2,0,"202103","1244"
"2550679","520410","015","","","","M","3","00000000000000","3","02056760000146","","04","","","03","05","06","","","5","45",6,0,6,0,"202103","1244"
"2550679","520410","015","","","","M","3","00000000000000","3","02056760000146","","04","","","03","05","06","","","6","48",1,0,1,0,"202103","1244"
"2550679","520410","015","","","","M","3","00000000000000","3","02056760000146","","04","","","03","05","06","","","1","03",4,0,4,0,"202103","1244"
"2550679","520410","015","","","","M","3","00000000000000","3","02056760000146","","04","","","03","05","06","","","2","33",10,0,10,0,"202103","1244"
"2550679","520410","015","","","","M","3","00000000000000","3","02056760000146","","04","","","03","05","06","","","4","43",2,0,2,0,"202103","1244"
"2535181","520425","6","SUL","","","M","3","00000000000000","3","00079806000117","","04","","","03","05","06","","","4","43",3,0,3,0,"202103","1244"
"2535181","520425","6","SUL","","","M","3","00000000000000","3","00079806000117","","04","","","03","05","06","","","5","45",5,0,5,0,"202103","1244"
"2535181","520425","6","SUL","","","M","3","00000000000000","3","00079806000117","","04","","","03","05","06","","","2","33",8,0,8,0,"202103","1244"
"2535181","520425","6","SUL","","","M","3","00000000000000","3","00079806000117","","04","","","03","05","06","","","1","03",2,0,2,0,"202103","1244"
"2383489","520430","15","","","","M","3","00000000000000","3","01164292000160","","04","","","01","05","06","","","4","10",2,0,2,0,"202103","1244"
"2383489","520430","15","","","","M","3","00000000000000","3","01164292000160","","04","","","01","05","06","","","1","06",1,0,1,0,"202103","1244"
"2383489","520430","15","","","","M","3","00000000000000","3","01164292000160","","04","","","01","05","06","","","1","13",3,0,3,0,"202103","1244"
"2383489","520430","15","","","","M","3","00000000000000","3","01164292000160","","04","","","01","05","06","","","5","45",4,0,4,0,"202103","1244"
"2383489","520430","15","","","","M","3","00000000000000","3","01164292000160","","04","","","01","05","06","","","2","33",10,0,10,0,"202103","1244"
"2383489","520430","15","","","","M","3","00000000000000","3","01164292000160","","04","","","01","05","06","","","4","43",2,0,2,0,"202103","1244"
"2383489","520430","15","","","","M","3","00000000000000","3","01164292000160","","04","","","01","05","06","","","1","03",6,0,6,0,"202103","1244"
"7434154","520430","15","","","","M","3","11809644000141","1","00000000000000","","04","","","03","05","06","","","5","45",2,0,0,2,"202103","2062"
"7434154","520430","15","","","","M","3","11809644000141","1","00000000000000","","04","","","03","05","06","","","4","43",2,0,0,2,"202103","2062"
"7434154","520430","15","","","","M","3","11809644000141","1","00000000000000","","04","","","03","05","06","","","2","33",1,0,0,1,"202103","2062"
"7434154","520430","15","","","","M","3","11809644000141","1","00000000000000","","04","","","03","05","06","","","4","10",2,0,0,2,"202103","2062"
"7434154","520430","15","","","","M","3","11809644000141","1","00000000000000","","04","","","03","05","06","","","1","06",1,0,0,1,"202103","2062"
"2442930","520440","14","","","","M","3","01780642000113","1","00000000000000","","04","","","03","05","03","","","2","33",4,0,0,4,"202103","2305"
"2442930","520440","14","","","","M","3","01780642000113","1","00000000000000","","04","","","03","05","03","","","1","03",2,0,0,2,"202103","2305"
"2442930","520440","14","","","","M","3","01780642000113","1","00000000000000","","04","","","03","05","03","","","5","45",3,0,0,3,"202103","2305"
"2442930","520440","14","","","","M","3","01780642000113","1","00000000000000","","04","","","03","05","03","","","4","43",2,0,0,2,"202103","2305"
"2442930","520440","14","","","","M","3","01780642000113","1","00000000000000","","04","","","03","05","03","","","4","10",1,0,0,1,"202103","2305"
"9135499","520440","014","","","","M","3","00000000000000","3","01164946000156","","04","","","03","05","06","","","4","43",2,0,2,0,"202103","1244"
"9135499","520440","014","","","","M","3","00000000000000","3","01164946000156","","04","","","03","05","06","","","5","45",5,0,5,0,"202103","1244"
"9135499","520440","014","","","","M","3","00000000000000","3","01164946000156","","04","","","03","05","06","","","6","48",2,0,2,0,"202103","1244"
"9135499","520440","014","","","","M","3","00000000000000","3","01164946000156","","04","","","03","05","06","","","1","06",1,0,1,0,"202103","1244"
"9135499","520440","014","","","","M","3","00000000000000","3","01164946000156","","04","","","03","05","06","","","6","34",2,0,2,0,"202103","1244"
"9135499","520440","014","","","","M","3","00000000000000","3","01164946000156","","04","","","03","05","06","","","7","07",2,0,2,0,"202103","1244"
"9135499","520440","014","","","","M","3","00000000000000","3","01164946000156","","04","","","03","05","06","","","3","96",5,0,0,5,"202103","1244"
"9135499","520440","014","","","","M","3","00000000000000","3","01164946000156","","04","","","03","05","06","","","2","33",20,0,20,0,"202103","1244"
"9135499","520440","014","","","","M","3","00000000000000","3","01164946000156","","04","","","03","05","06","","","1","03",3,0,3,0,"202103","1244"
"9135499","520440","014","","","","M","3","00000000000000","3","01164946000156","","04","","","03","05","06","","","4","10",4,0,4,0,"202103","1244"
"0210188","520450","007","","","","M","3","00000000000000","3","01787506000155","","04","","","03","05","06","","","5","45",2,0,2,0,"202103","1244"
"0210188","520450","007","","","","M","3","00000000000000","3","01787506000155","","04","","","03","05","06","","","2","33",10,0,10,0,"202103","1244"
"0210188","520450","007","","","","M","3","00000000000000","3","01787506000155","","04","","","03","05","06","","","3","96",15,0,0,15,"202103","1244"
"0210188","520450","007","","","","M","3","00000000000000","3","01787506000155","","04","","","03","05","06","","","3","95",2,0,2,0,"202103","1244"
"2437139","520450","07","SUDEST","","","M","3","00000000000000","3","01787506000155","","04","","","03","05","06","","","4","43",4,0,4,0,"202103","1244"
"2437139","520450","07","SUDEST","","","M","3","00000000000000","3","01787506000155","","04","","","03","05","06","","","3","96",5,0,0,5,"202103","1244"
"2437139","520450","07","SUDEST","","","M","3","00000000000000","3","01787506000155","","04","","","03","05","06","","","5","45",11,0,11,0,"202103","1244"
"2437139","520450","07","SUDEST","","","M","3","00000000000000","3","01787506000155","","04","","","03","05","06","","","1","13",8,0,8,0,"202103","1244"
"2437139","520450","07","SUDEST","","","M","3","00000000000000","3","01787506000155","","04","","","03","05","06","","","1","03",8,0,8,0,"202103","1244"
"2437139","520450","07","SUDEST","","","M","3","00000000000000","3","01787506000155","","04","","","03","05","06","","","2","33",17,0,17,0,"202103","1244"
"2437139","520450","07","SUDEST","","","M","3","00000000000000","3","01787506000155","","04","","","03","05","06","","","4","10",6,0,6,0,"202103","1244"
"2442086","520450","07","SUDEST","","","M","3","00923986000171","1","00000000000000","","04","","","03","05","03","","","2","33",6,0,4,2,"202103","2062"
"2442086","520450","07","SUDEST","","","M","3","00923986000171","1","00000000000000","","04","","","03","05","03","","","4","43",5,0,4,1,"202103","2062"
"2442086","520450","07","SUDEST","","","M","3","00923986000171","1","00000000000000","","04","","","03","05","03","","","4","10",4,0,3,1,"202103","2062"
"2442086","520450","07","SUDEST","","","M","3","00923986000171","1","00000000000000","","04","","","03","05","03","","","1","03",4,0,3,1,"202103","2062"
"2442086","520450","07","SUDEST","","","M","3","00923986000171","1","00000000000000","","04","","","03","05","03","","","5","45",5,0,4,1,"202103","2062"
"2519429","520450","07","SUDEST","","","M","3","01407318000154","1","00000000000000","","04","","","03","05","03","","","5","45",1,0,1,0,"202103","3999"
"2519429","520450","07","SUDEST","","","M","3","01407318000154","1","00000000000000","","04","","","03","05","03","","","4","10",2,0,1,1,"202103","3999"
"2519429","520450","07","SUDEST","","","M","3","01407318000154","1","00000000000000","","04","","","03","05","03","","","4","43",3,0,2,1,"202103","3999"
"2519429","520450","07","SUDEST","","","M","3","01407318000154","1","00000000000000","","04","","","03","05","03","","","1","03",3,0,3,0,"202103","3999"
"2519429","520450","07","SUDEST","","","M","3","01407318000154","1","00000000000000","","04","","","03","05","03","","","2","33",6,0,5,1,"202103","3999"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","5","45",4,0,1,3,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","2","41",1,0,0,1,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","1","13",2,0,0,2,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","1","06",2,0,0,2,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","7","07",2,0,0,2,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","3","94",2,0,0,2,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","3","66",6,0,3,3,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","2","32",1,0,0,1,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","1","02",2,0,0,2,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","4","43",2,0,0,2,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","3","96",5,0,0,5,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","3","51",3,0,0,3,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","3","75",10,0,5,5,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","2","36",2,0,0,2,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","1","15",2,0,0,2,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","1","14",2,0,0,2,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","1","11",1,0,0,1,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","1","05",2,0,0,2,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","3","95",2,0,0,2,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","1","03",6,0,2,4,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","4","10",4,0,0,4,"202103","2062"
"2570823","520450","07","SUDEST","","","M","3","02147775000110","1","00000000000000","","04","","","03","05","06","","","2","33",12,0,4,8,"202103","2062"
"3893227","520450","007","SUDEST","","","M","3","00000000000000","3","01787506000155","","04","","","03","15","03","","","2","33",1,0,1,0,"202103","1244"
"9571574","520450","","","","","M","3","37393055000208","1","00000000000000","","04","","","03","69","04","","","2","38",1,0,0,1,"202103","2054"
"9571574","520450","","","","","M","3","37393055000208","1","00000000000000","","04","","","03","69","04","","","5","45",1,0,0,1,"202103","2054"
"9571574","520450","","","","","M","3","37393055000208","1","00000000000000","","04","","","03","69","04","","","3","95",1,0,0,1,"202103","2054"
"9571574","520450","","","","","M","3","37393055000208","1","00000000000000","","04","","","03","69","04","","","7","07",1,0,0,1,"202103","2054"
"9571574","520450","","","","","M","3","37393055000208","1","00000000000000","","04","","","03","69","04","","","6","34",1,0,0,1,"202103","2054"
"2383586","520465","13","","","","M","3","00000000000000","3","00145789000179","","04","","","03","05","06","","","4","43",2,0,2,0,"202103","1244"
"2383586","520465","13","","","","M","3","00000000000000","3","00145789000179","","04","","","03","05","06","","","3","66",1,0,1,0,"202103","1244"
"2383586","520465","13","","","","M","3","00000000000000","3","00145789000179","","04","","","03","05","06","","","2","33",8,0,8,0,"202103","1244"
"2383586","520465","13","","","","M","3","00000000000000","3","00145789000179","","04","","","03","05","06","","","1","03",4,0,4,0,"202103","1244"
"2383586","520465","13","","","","M","3","00000000000000","3","00145789000179","","04","","","03","05","06","","","5","45",4,0,4,0,"202103","1244"
"2383586","520465","13","","","","M","3","00000000000000","3","00145789000179","","04","","","03","05","06","","","4","10",4,0,4,0,"202103","1244"
"2384086","520470","12","","","","M","3","00000000000000","3","02215747000192","","04","","","03","05","06","","","5","45",6,0,6,0,"202103","1244"
"2384086","520470","12","","","","M","3","00000000000000","3","02215747000192","","04","","","03","05","06","","","4","10",3,0,3,0,"202103","1244"
"2384086","520470","12","","","","M","3","00000000000000","3","02215747000192","","04","","","03","05","06","","","2","33",6,0,6,0,"202103","1244"
"2384086","520470","12","","","","M","3","00000000000000","3","02215747000192","","04","","","03","05","06","","","1","03",1,0,1,0,"202103","1244"
"2381664","520480","007","","","","M","3","00000000000000","3","01763614000198","","04","","","03","05","06","","","2","42",2,0,2,0,"202103","1244"
"2381664","520480","007","","","","M","3","00000000000000","3","01763614000198","","04","","","03","05","06","","","2","33",11,0,11,0,"202103","1244"
"2381664","520480","007","","","","M","3","00000000000000","3","01763614000198","","04","","","03","05","06","","","5","45",3,0,3,0,"202103","1244"
"2381664","520480","007","","","","M","3","00000000000000","3","01763614000198","","04","","","03","05","06","","","2","32",2,0,2,0,"202103","1244"
"2383233","520490","016","","","","M","3","00000000000000","3","01126143000107","","04","","","03","05","06","","","1","03",2,0,2,0,"202103","1244"
"2383233","520490","016","","","","M","3","00000000000000","3","01126143000107","","04","","","03","05","06","","","4","10",5,0,5,0,"202103","1244"
"2383233","520490","016","","","","M","3","00000000000000","3","01126143000107","","04","","","03","05","06","","","5","45",1,0,1,0,"202103","1244"
"2383233","520490","016","","","","M","3","00000000000000","3","01126143000107","","04","","","03","05","06","","","2","33",33,0,33,0,"202103","1244"
"2383233","520490","016","","","","M","3","00000000000000","3","01126143000107","","04","","","03","05","06","","","3","96",3,0,0,3,"202103","1244"
"2383233","520490","016","","","","M","3","00000000000000","3","01126143000107","","04","","","03","05","06","","","3","66",1,0,1,0,"202103","1244"
"2383233","520490","016","","","","M","3","00000000000000","3","01126143000107","","04","","","03","05","06","","","1","13",1,0,1,0,"202103","1244"
"2383233","520490","016","","","","M","3","00000000000000","3","01126143000107","","04","","","03","05","06","","","4","43",1,0,1,0,"202103","1244"
"2383233","520490","016","","","","M","3","00000000000000","3","01126143000107","","04","","","03","05","06","","","1","06",1,0,1,0,"202103","1244"
"2441888","520490","16","","","","M","3","00105791000114","1","00000000000000","","04","","","03","05","06","","","5","45",2,0,0,2,"202103","2062"
"2441888","520490","16","","","","M","3","00105791000114","1","00000000000000","","04","","","03","05","06","","","1","03",1,0,0,1,"202103","2062"
"2441888","520490","16","","","","M","3","00105791000114","1","00000000000000","","04","","","03","05","06","","","4","10",1,0,0,1,"202103","2062"
"2441888","520490","16","","","","M","3","00105791000114","1","00000000000000","","04","","","03","05","06","","","7","07",2,0,0,2,"202103","2062"
"2441888","520490","16","","","","M","3","00105791000114","1","00000000000000","","04","","","03","05","06","","","2","33",8,0,0,8,"202103","2062"
"9426981","520490","","","","","M","3","00000000000000","3","01126143000107","","04","","","01","20","06","","","2","33",6,0,6,0,"202103","1244"
"2534525","520500","4","","","","M","3","00000000000000","3","02542538000153","","04","","","01","05","04","","","5","45",4,0,4,0,"202103","1244"
"2534525","520500","4","","","","M","3","00000000000000","3","02542538000153","","04","","","01","05","04","","","2","33",12,0,12,0,"202103","1244"
"2534525","520500","4","","","","M","3","00000000000000","3","02542538000153","","04","","","01","05","04","","","4","43",1,0,1,0,"202103","1244"
"2534525","520500","4","","","","M","3","00000000000000","3","02542538000153","","04","","","01","05","04","","","3","66",1,0,1,0,"202103","1244"
"2437996","520505","15","","","","M","3","00000000000000","3","37275849000188","","04","","","03","05","04","","","4","43",3,0,3,0,"202103","1244"
"2437996","520505","15","","","","M","3","00000000000000","3","37275849000188","","04","","","03","05","04","","","1","03",2,0,2,0,"202103","1244"
"2437996","520505","15","","","","M","3","00000000000000","3","37275849000188","","04","","","03","05","04","","","5","45",3,0,3,0,"202103","1244"
"2437996","520505","15","","","","M","3","00000000000000","3","37275849000188","","04","","","03","05","04","","","2","33",7,0,7,0,"202103","1244"
"2442604","520510","007","","","","M","3","01321256000163","1","00000000000000","","04","","","03","05","06","","","3","51",20,0,12,8,"202103","2305"
"2442604","520510","007","","","","M","3","01321256000163","1","00000000000000","","04","","","03","05","06","","","2","32",8,0,8,0,"202103","2305"
"2442604","520510","007","","","","M","3","01321256000163","1","00000000000000","","04","","","03","05","06","","","1","02",2,0,2,0,"202103","2305"
"2442604","520510","007","","","","M","3","01321256000163","1","00000000000000","","04","","","03","05","06","","","1","03",2,0,2,0,"202103","2305"
"2442604","520510","007","","","","M","3","01321256000163","1","00000000000000","","04","","","03","05","06","","","2","41",10,0,8,2,"202103","2305"
"2442604","520510","007","","","","M","3","01321256000163","1","00000000000000","","04","","","03","05","06","","","4","10",1,0,1,0,"202103","2305"
"2442604","520510","007","","","","M","3","01321256000163","1","00000000000000","","04","","","03","05","06","","","4","43",12,0,8,4,"202103","2305"
"2442604","520510","007","","","","M","3","01321256000163","1","00000000000000","","04","","","03","05","06","","","3","75",9,0,7,2,"202103","2305"
"2442604","520510","007","","","","M","3","01321256000163","1","00000000000000","","04","","","03","05","06","","","2","33",41,0,12,29,"202103","2305"
"2442612","520510","007","","","","M","3","01323146000130","1","00000000000000","","04","","","03","05","06","","","4","43",4,0,3,1,"202103","3999"
"2442612","520510","007","","","","M","3","01323146000130","1","00000000000000","","04","","","03","05","06","","","1","03",8,0,3,5,"202103","3999"
"2442612","520510","007","","","","M","3","01323146000130","1","00000000000000","","04","","","03","05","06","","","4","10",6,0,5,1,"202103","3999"
"2442612","520510","007","","","","M","3","01323146000130","1","00000000000000","","04","","","03","05","06","","","2","33",13,0,6,7,"202103","3999"
"2442612","520510","007","","","","M","3","01323146000130","1","00000000000000","","04","","","03","05","06","","","5","45",8,0,5,3,"202103","3999"
"2442612","520510","007","","","","M","3","01323146000130","1","00000000000000","","04","","","03","05","06","","","2","41",9,0,5,4,"202103","3999"
"2442612","520510","007","","","","M","3","01323146000130","1","00000000000000","","04","","","03","05","06","","","1","09",2,0,2,0,"202103","3999"
"2442612","520510","007","","","","M","3","01323146000130","1","00000000000000","","04","","","03","05","06","","","3","66",5,0,2,3,"202103","3999"
"2442612","520510","007","","","","M","3","01323146000130","1","00000000000000","","04","","","03","05","06","","","3","96",2,0,2,0,"202103","3999"
"2442612","520510","007","","","","M","3","01323146000130","1","00000000000000","","04","","","03","05","06","","","3","51",8,0,8,0,"202103","3999"
"2442612","520510","007","","","","M","3","01323146000130","1","00000000000000","","04","","","03","05","06","","","3","75",10,0,5,5,"202103","3999"
"2442612","520510","007","","","","M","3","01323146000130","1","00000000000000","","04","","","03","05","06","","","1","13",7,0,5,2,"202103","3999"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","1","06",2,0,1,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","1","09",2,0,1,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","1","11",2,0,1,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","2","33",4,0,2,2,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","2","40",3,0,2,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","4","43",2,0,1,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","5","45",2,0,0,2,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","6","48",1,0,0,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","1","04",1,0,1,0,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","1","01",1,0,0,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","1","02",2,0,1,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","6","49",1,0,0,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","3","66",2,0,1,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","2","46",2,0,0,2,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","2","42",3,0,1,2,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","2","35",1,0,0,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","2","32",4,0,2,2,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","1","15",2,0,1,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","4","10",4,0,3,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","1","08",2,0,1,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","1","05",2,0,1,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","1","03",5,0,3,2,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","2","41",2,0,1,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","2","36",2,0,0,2,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","3","75",9,0,8,1,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","3","81",4,0,0,4,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","3","78",2,0,0,2,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","7","07",30,0,0,30,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","3","51",11,0,0,11,"202103","2062"
"2442620","520510","007","","","","M","3","01326206000179","1","00000000000000","","04","","","03","05","06","","","2","38",1,0,0,1,"202103","2062"
"3940829","520510","007","","","","M","3","00000000000000","3","01505643000150","","04","","","03","05","06","","","2","33",34,0,34,0,"202103","1244"
"7711859","520510","007","","","","M","3","18235126000100","1","00000000000000","","04","","","03","36","04","","","1","11",3,0,3,0,"202103","2062"
"2769514","520520","1","","","","M","3","00000000000000","3","01319326000149","","04","","","03","05","06","","","4","43",1,0,1,0,"202103","1244"
